"","sex","race","ethnic_origin","age","year","quarter","n_persons","median_weekly_earn"
"2290","Men","Black or African American","All Origins","16 years and over",2010,2,5431000,632
"2291","Men","Black or African American","All Origins","16 years and over",2010,3,5398000,634
"2292","Men","Black or African American","All Origins","16 years and over",2010,4,5535000,629
"2293","Men","Black or African American","All Origins","16 years and over",2011,1,5324000,621
"2294","Men","Black or African American","All Origins","16 years and over",2011,2,5376000,673
"2295","Men","Black or African American","All Origins","16 years and over",2011,3,5420000,661
"2296","Men","Black or African American","All Origins","16 years and over",2011,4,5533000,660
"2297","Men","Black or African American","All Origins","16 years and over",2012,1,5626000,677
"2298","Men","Black or African American","All Origins","16 years and over",2012,2,5785000,668
"2299","Men","Black or African American","All Origins","16 years and over",2012,3,5771000,633
"2300","Men","Black or African American","All Origins","16 years and over",2012,4,5841000,680
"2301","Men","Black or African American","All Origins","16 years and over",2013,1,5784000,666
"2302","Men","Black or African American","All Origins","16 years and over",2013,2,5876000,666
"2303","Men","Black or African American","All Origins","16 years and over",2013,3,5898000,682
"2304","Men","Black or African American","All Origins","16 years and over",2013,4,5846000,646
"2305","Men","Black or African American","All Origins","16 years and over",2014,1,5863000,708
"2306","Men","Black or African American","All Origins","16 years and over",2014,2,6056000,667
"2307","Men","Black or African American","All Origins","16 years and over",2014,3,6297000,679
"2308","Men","Black or African American","All Origins","16 years and over",2014,4,6300000,667
"2309","Men","Black or African American","All Origins","16 years and over",2015,1,6268000,694
"2310","Men","Black or African American","All Origins","16 years and over",2015,2,6442000,696
"2311","Men","Black or African American","All Origins","16 years and over",2015,3,6582000,652
"2312","Men","Black or African American","All Origins","16 years and over",2015,4,6486000,674
"2313","Men","Black or African American","All Origins","16 years and over",2016,1,6492000,732
"2314","Men","Black or African American","All Origins","16 years and over",2016,2,6838000,704
"2315","Men","Black or African American","All Origins","16 years and over",2016,3,6849000,732
"2316","Men","Black or African American","All Origins","16 years and over",2016,4,6733000,706
"2317","Men","Black or African American","All Origins","16 years and over",2017,1,6629000,722
"2318","Men","Black or African American","All Origins","16 years and over",2017,2,6988000,702
"2319","Men","Black or African American","All Origins","16 years and over",2017,3,7131000,744
"2320","Men","Black or African American","All Origins","16 years and over",2017,4,6962000,681
"2321","Men","Black or African American","All Origins","16 years and over",2018,1,7136000,723
"2322","Men","Black or African American","All Origins","16 years and over",2018,2,7234000,720
"2323","Men","Black or African American","All Origins","16 years and over",2018,3,7461000,726
"2324","Men","Black or African American","All Origins","16 years and over",2018,4,7295000,773
"2325","Men","Black or African American","All Origins","16 years and over",2019,1,7168000,772
"2326","Men","Black or African American","All Origins","16 years and over",2019,2,7402000,761
"2327","Men","Black or African American","All Origins","16 years and over",2019,3,7552000,768
"2328","Men","Black or African American","All Origins","16 years and over",2019,4,7391000,778
"2329","Men","Black or African American","All Origins","16 years and over",2020,1,7065000,823
"2330","Men","Black or African American","All Origins","16 years and over",2020,2,6298000,828
"2331","Men","Black or African American","All Origins","16 years and over",2020,3,6687000,869
"2332","Men","Black or African American","All Origins","16 years and over",2020,4,6785000,810
"2333","Women","Black or African American","All Origins","16 years and over",2010,1,6235000,584
"2334","Women","Black or African American","All Origins","16 years and over",2010,2,6228000,585
"2335","Women","Black or African American","All Origins","16 years and over",2010,3,6363000,590
"2336","Women","Black or African American","All Origins","16 years and over",2010,4,6303000,605
"2337","Women","Black or African American","All Origins","16 years and over",2011,1,6129000,590
"2338","Women","Black or African American","All Origins","16 years and over",2011,2,6236000,592
"2339","Women","Black or African American","All Origins","16 years and over",2011,3,6213000,596
"2340","Women","Black or African American","All Origins","16 years and over",2011,4,6185000,601
"2341","Women","Black or African American","All Origins","16 years and over",2012,1,6309000,602
"2342","Women","Black or African American","All Origins","16 years and over",2012,2,6413000,616
"2343","Women","Black or African American","All Origins","16 years and over",2012,3,6569000,590
"2344","Women","Black or African American","All Origins","16 years and over",2012,4,6604000,594
"2345","Women","Black or African American","All Origins","16 years and over",2013,1,6648000,597
"2346","Women","Black or African American","All Origins","16 years and over",2013,2,6476000,610
"2347","Women","Black or African American","All Origins","16 years and over",2013,3,6672000,594
"2348","Women","Black or African American","All Origins","16 years and over",2013,4,6556000,621
"2349","Women","Black or African American","All Origins","16 years and over",2014,1,6638000,606
"2350","Women","Black or African American","All Origins","16 years and over",2014,2,6680000,631
"2351","Women","Black or African American","All Origins","16 years and over",2014,3,6898000,608
"2352","Women","Black or African American","All Origins","16 years and over",2014,4,6909000,602
"2353","Women","Black or African American","All Origins","16 years and over",2015,1,6972000,614
"2354","Women","Black or African American","All Origins","16 years and over",2015,2,7124000,615
"2355","Women","Black or African American","All Origins","16 years and over",2015,3,7260000,608
"2356","Women","Black or African American","All Origins","16 years and over",2015,4,7212000,621
"2357","Women","Black or African American","All Origins","16 years and over",2016,1,7090000,625
"2358","Women","Black or African American","All Origins","16 years and over",2016,2,7116000,646
"2359","Women","Black or African American","All Origins","16 years and over",2016,3,7360000,639
"2360","Women","Black or African American","All Origins","16 years and over",2016,4,7374000,650
"2361","Women","Black or African American","All Origins","16 years and over",2017,1,7456000,645
"2362","Women","Black or African American","All Origins","16 years and over",2017,2,7516000,676
"2363","Women","Black or African American","All Origins","16 years and over",2017,3,7596000,658
"2364","Women","Black or African American","All Origins","16 years and over",2017,4,7806000,654
"2365","Women","Black or African American","All Origins","16 years and over",2018,1,7579000,671
"2366","Women","Black or African American","All Origins","16 years and over",2018,2,7717000,644
"2367","Women","Black or African American","All Origins","16 years and over",2018,3,7877000,631
"2368","Women","Black or African American","All Origins","16 years and over",2018,4,7866000,665
"2369","Women","Black or African American","All Origins","16 years and over",2019,1,8063000,709
"2370","Women","Black or African American","All Origins","16 years and over",2019,2,7900000,691
"2371","Women","Black or African American","All Origins","16 years and over",2019,3,8291000,683
"2372","Women","Black or African American","All Origins","16 years and over",2019,4,8072000,738
"2373","Women","Black or African American","All Origins","16 years and over",2020,1,7837000,742
"2374","Women","Black or African American","All Origins","16 years and over",2020,2,6811000,779
"2375","Women","Black or African American","All Origins","16 years and over",2020,3,7181000,768
"2376","Women","Black or African American","All Origins","16 years and over",2020,4,7513000,775
"2377","Both Sexes","Black or African American","All Origins","16 to 24 years",2010,1,965000,395
"2378","Both Sexes","Black or African American","All Origins","16 to 24 years",2010,2,1001000,402
"2379","Both Sexes","Black or African American","All Origins","16 to 24 years",2010,3,1068000,408
"2380","Both Sexes","Black or African American","All Origins","16 to 24 years",2010,4,1099000,408
"2381","Both Sexes","Black or African American","All Origins","16 to 24 years",2011,1,1053000,409
"2382","Both Sexes","Black or African American","All Origins","16 to 24 years",2011,2,930000,405
"2383","Both Sexes","Black or African American","All Origins","16 to 24 years",2011,3,1041000,404
"2384","Both Sexes","Black or African American","All Origins","16 to 24 years",2011,4,1060000,391
"2385","Both Sexes","Black or African American","All Origins","16 to 24 years",2012,1,1106000,397
"2386","Both Sexes","Black or African American","All Origins","16 to 24 years",2012,2,1211000,382
"2387","Both Sexes","Black or African American","All Origins","16 to 24 years",2012,3,1198000,399
"2388","Both Sexes","Black or African American","All Origins","16 to 24 years",2012,4,1088000,371
"2389","Both Sexes","Black or African American","All Origins","16 to 24 years",2013,1,1092000,401
"2390","Both Sexes","Black or African American","All Origins","16 to 24 years",2013,2,1110000,392
"2391","Both Sexes","Black or African American","All Origins","16 to 24 years",2013,3,1277000,382
"2392","Both Sexes","Black or African American","All Origins","16 to 24 years",2013,4,997000,391
"2393","Both Sexes","Black or African American","All Origins","16 to 24 years",2014,1,1020000,384
"2394","Both Sexes","Black or African American","All Origins","16 to 24 years",2014,2,1122000,404
"2395","Both Sexes","Black or African American","All Origins","16 to 24 years",2014,3,1193000,424
"2396","Both Sexes","Black or African American","All Origins","16 to 24 years",2014,4,1347000,448
"2397","Both Sexes","Black or African American","All Origins","16 to 24 years",2015,1,1220000,389
"2398","Both Sexes","Black or African American","All Origins","16 to 24 years",2015,2,1290000,407
"2399","Both Sexes","Black or African American","All Origins","16 to 24 years",2015,3,1394000,423
"2400","Both Sexes","Black or African American","All Origins","16 to 24 years",2015,4,1382000,462
"2401","Both Sexes","Black or African American","All Origins","16 to 24 years",2016,1,1289000,421
"2402","Both Sexes","Black or African American","All Origins","16 to 24 years",2016,2,1239000,423
"2403","Both Sexes","Black or African American","All Origins","16 to 24 years",2016,3,1426000,418
"2404","Both Sexes","Black or African American","All Origins","16 to 24 years",2016,4,1311000,435
"2405","Both Sexes","Black or African American","All Origins","16 to 24 years",2017,1,1389000,435
"2406","Both Sexes","Black or African American","All Origins","16 to 24 years",2017,2,1456000,455
"2407","Both Sexes","Black or African American","All Origins","16 to 24 years",2017,3,1429000,488
"2408","Both Sexes","Black or African American","All Origins","16 to 24 years",2017,4,1408000,478
"2409","Both Sexes","Black or African American","All Origins","16 to 24 years",2018,1,1316000,482
"2410","Both Sexes","Black or African American","All Origins","16 to 24 years",2018,2,1488000,462
"2411","Both Sexes","Black or African American","All Origins","16 to 24 years",2018,3,1552000,498
"2412","Both Sexes","Black or African American","All Origins","16 to 24 years",2018,4,1443000,486
"2413","Both Sexes","Black or African American","All Origins","16 to 24 years",2019,1,1396000,470
"2414","Both Sexes","Black or African American","All Origins","16 to 24 years",2019,2,1510000,490
"2415","Both Sexes","Black or African American","All Origins","16 to 24 years",2019,3,1650000,527
"2416","Both Sexes","Black or African American","All Origins","16 to 24 years",2019,4,1496000,551
"2417","Both Sexes","Black or African American","All Origins","16 to 24 years",2020,1,1205000,467
