"","industry","major_occupation","minor_occupation","race_gender","industry_total","employ_n","year"
"281","Durable goods","Sales and office occupations","Office and administrative support occupations","Men",6814000,290000,2020
"282","Durable goods","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Men",6814000,7000,2020
"283","Durable goods","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Men",6814000,221000,2020
"284","Durable goods","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Men",6814000,383000,2020
"285","Durable goods","Production, transportation, and material moving occupations","Production occupations","Men",6814000,2562000,2020
"286","Durable goods","Production, transportation, and material moving occupations","Transportation and material moving occupations","Men",6814000,530000,2020
"287","Nondurable goods","Management, professional, and related occupations","Management, business, and financial operations occupations","Men",3441000,634000,2020
"288","Nondurable goods","Management, professional, and related occupations","Professional and related occupations","Men",3441000,417000,2020
"289","Nondurable goods","Service occupations","Protective service occupations","Men",3441000,13000,2020
"290","Nondurable goods","Service occupations","Service occupations, except protective","Men",3441000,61000,2020
"291","Nondurable goods","Sales and office occupations","Sales and related occupations","Men",3441000,145000,2020
"292","Nondurable goods","Sales and office occupations","Office and administrative support occupations","Men",3441000,176000,2020
"293","Nondurable goods","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Men",3441000,8000,2020
"294","Nondurable goods","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Men",3441000,66000,2020
"295","Nondurable goods","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Men",3441000,224000,2020
"296","Nondurable goods","Production, transportation, and material moving occupations","Production occupations","Men",3441000,1295000,2020
"297","Nondurable goods","Production, transportation, and material moving occupations","Transportation and material moving occupations","Men",3441000,402000,2020
"298","Wholesale and retail trade","Management, professional, and related occupations","Management, business, and financial operations occupations","Men",10634000,940000,2020
"299","Wholesale and retail trade","Management, professional, and related occupations","Professional and related occupations","Men",10634000,559000,2020
"300","Wholesale and retail trade","Service occupations","Protective service occupations","Men",10634000,49000,2020
"301","Wholesale and retail trade","Service occupations","Service occupations, except protective","Men",10634000,265000,2020
"302","Wholesale and retail trade","Sales and office occupations","Sales and related occupations","Men",10634000,4491000,2020
"303","Wholesale and retail trade","Sales and office occupations","Office and administrative support occupations","Men",10634000,680000,2020
"304","Wholesale and retail trade","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Men",10634000,27000,2020
"305","Wholesale and retail trade","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Men",10634000,124000,2020
"306","Wholesale and retail trade","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Men",10634000,640000,2020
"307","Wholesale and retail trade","Production, transportation, and material moving occupations","Production occupations","Men",10634000,373000,2020
